Category,Customer ID,Order Date,Order ID,Product ID,Product Name,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,CL-12700,24/09/20,CA-2020-108875,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,Home Office,01/10/20,Standard Class,Shipped Late,Colorado,Storage,20.00%,-$96,9,$511
Office Supplies,JG-15310,21/07/20,CA-2020-141957,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Corporate,21/07/20,Same Day,Shipped On Time,Ohio,Art,20.00%,$1,2,$19
Office Supplies,JG-15310,21/07/20,CA-2020-141957,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Corporate,21/07/20,Same Day,Shipped On Time,Ohio,Binders,70.00%,-$8,7,$11
Office Supplies,JG-15310,21/07/20,CA-2020-141957,OFF-ST-10002276,Safco Steel Mobile File Cart,Corporate,21/07/20,Same Day,Shipped On Time,Ohio,Storage,20.00%,$4,1,$67
Office Supplies,JG-15310,21/07/20,CA-2020-141957,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Corporate,21/07/20,Same Day,Shipped On Time,Ohio,Storage,20.00%,$9,2,$99
Office Supplies,SE-20110,11/06/20,CA-2020-142405,OFF-LA-10004093,Avery 486,Consumer,15/06/20,Standard Class,Shipped Early,Washington,Labels,0.00%,$7,2,$15
Office Supplies,SE-20110,11/06/20,CA-2020-142405,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Consumer,15/06/20,Standard Class,Shipped Early,Washington,Binders,20.00%,$18,14,$54
Technology,SE-20110,11/06/20,CA-2020-142405,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,Consumer,15/06/20,Standard Class,Shipped Early,Washington,Accessories,0.00%,$133,3,$390
Furniture,TG-21640,09/06/19,CA-2019-141012,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Consumer,11/06/19,Second Class,Shipped Early,Idaho,Furnishings,0.00%,$92,4,$355
Technology,TG-21640,09/06/19,CA-2019-141012,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Consumer,11/06/19,Second Class,Shipped Early,Idaho,Phones,20.00%,$9,3,$140
Office Supplies,SH-19975,27/10/21,CA-2021-127922,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,Corporate,03/11/21,Standard Class,Shipped Late,Texas,Envelopes,20.00%,$6,2,$16
Office Supplies,SH-19975,27/10/21,CA-2021-127922,OFF-PA-10001204,Xerox 1972,Corporate,03/11/21,Standard Class,Shipped Late,Texas,Paper,20.00%,$3,2,$8
Office Supplies,MC-17275,22/01/20,CA-2020-146318,OFF-PA-10003953,Xerox 218,Consumer,27/01/20,Standard Class,Shipped Early,Washington,Paper,0.00%,$6,2,$13
Technology,PJ-18835,28/05/18,CA-2018-135993,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Corporate,02/06/18,Standard Class,Shipped Early,Washington,Phones,20.00%,$6,6,$57
Technology,PJ-18835,28/05/18,CA-2018-135993,TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB,Corporate,02/06/18,Standard Class,Shipped Early,Washington,Accessories,0.00%,$2,4,$28
Furniture,ZC-21910,29/12/18,CA-2018-126802,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Consumer,05/01/19,Standard Class,Shipped Late,Illinois,Furnishings,60.00%,-$51,3,$39
Office Supplies,SC-20680,28/07/20,CA-2020-143924,OFF-FA-10000735,Staples,Home Office,03/08/20,Standard Class,Shipped On Time,Michigan,Fasteners,0.00%,$9,7,$20
Office Supplies,SC-20680,28/07/20,CA-2020-143924,OFF-PA-10002120,Xerox 1889,Home Office,03/08/20,Standard Class,Shipped On Time,Michigan,Paper,0.00%,$54,2,$110
Office Supplies,BP-11230,24/09/20,CA-2020-141551,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Consumer,30/09/20,Standard Class,Shipped On Time,Oklahoma,Binders,0.00%,$3,1,$6
Office Supplies,BP-11230,24/09/20,CA-2020-141551,OFF-PA-10001569,Xerox 232,Consumer,30/09/20,Standard Class,Shipped On Time,Oklahoma,Paper,0.00%,$3,1,$6
Office Supplies,RD-19585,02/04/18,CA-2018-164315,OFF-PA-10004248,Xerox 1990,Consumer,08/04/18,Standard Class,Shipped On Time,Georgia,Paper,0.00%,$7,3,$16
Technology,RD-19585,02/04/18,CA-2018-164315,TEC-PH-10001128,Motorola Droid Maxx,Consumer,08/04/18,Standard Class,Shipped On Time,Georgia,Phones,0.00%,$294,7,"$1,050"
Office Supplies,RD-19585,02/04/18,CA-2018-164315,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Consumer,08/04/18,Standard Class,Shipped On Time,Georgia,Appliances,0.00%,$40,5,$155
Office Supplies,KL-16645,05/11/19,CA-2019-131072,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Consumer,05/11/19,Same Day,Shipped On Time,Washington,Binders,20.00%,$36,3,$98
Office Supplies,CK-12205,28/07/18,CA-2018-131541,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Consumer,28/07/18,Same Day,Shipped On Time,Florida,Fasteners,20.00%,$5,5,$14
Furniture,CK-12205,28/07/18,CA-2018-131541,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Consumer,28/07/18,Same Day,Shipped On Time,Florida,Furnishings,20.00%,$13,6,$130
Office Supplies,CK-12205,28/07/18,CA-2018-131541,OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Consumer,28/07/18,Same Day,Shipped On Time,Florida,Envelopes,20.00%,$17,7,$49
Furniture,RB-19705,26/12/19,CA-2019-119550,FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Home Office,31/12/19,Standard Class,Shipped Early,Texas,Chairs,30.00%,-$90,3,$275
Office Supplies,KM-16225,10/12/19,US-2019-138093,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Corporate,16/12/19,Standard Class,Shipped On Time,Maryland,Art,0.00%,$9,9,$27
Office Supplies,KM-16225,10/12/19,US-2019-138093,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Corporate,16/12/19,Standard Class,Shipped On Time,Maryland,Paper,0.00%,$21,5,$45
Technology,KM-16225,10/12/19,US-2019-138093,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Corporate,16/12/19,Standard Class,Shipped On Time,Maryland,Phones,0.00%,$36,1,$135
Office Supplies,KM-16225,10/12/19,US-2019-138093,OFF-PA-10000143,Astroparche Fine Business Paper,Corporate,16/12/19,Standard Class,Shipped On Time,Maryland,Paper,0.00%,$13,5,$26
Furniture,KM-16225,10/12/19,US-2019-138093,FUR-CH-10000785,Global Ergonomic Managers Chair,Corporate,16/12/19,Standard Class,Shipped On Time,Maryland,Chairs,0.00%,$141,3,$543
Furniture,AH-10465,05/05/20,CA-2020-126165,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Consumer,07/05/20,Second Class,Shipped Early,California,Tables,20.00%,-$2,2,$71
Office Supplies,AG-10765,14/10/21,CA-2021-126123,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Home Office,18/10/21,Standard Class,Shipped Early,Illinois,Binders,80.00%,-$42,9,$27
Office Supplies,AG-10765,14/10/21,CA-2021-126123,OFF-BI-10004224,Catalog Binders with Expanding Posts,Home Office,18/10/21,Standard Class,Shipped Early,Illinois,Binders,80.00%,-$24,1,$13
Office Supplies,EB-14170,05/11/20,CA-2020-143441,OFF-LA-10002312,Avery 490,Consumer,05/11/20,Same Day,Shipped On Time,Texas,Labels,20.00%,$4,1,$12
Office Supplies,PG-18895,03/11/21,CA-2021-148320,OFF-PA-10003022,Xerox 1992,Consumer,08/11/21,Standard Class,Shipped Early,California,Paper,0.00%,$18,6,$36
Office Supplies,CA-12055,24/11/20,CA-2020-125661,OFF-EN-10001532,Brown Kraft Recycled Envelopes,Home Office,26/11/20,First Class,Shipped Late,Ohio,Envelopes,20.00%,$15,3,$41
Technology,CA-12055,24/11/20,CA-2020-125661,TEC-AC-10004855,V7 USB Numeric Keypad,Home Office,26/11/20,First Class,Shipped Late,Ohio,Accessories,20.00%,-$23,5,$140
Office Supplies,SS-20875,14/12/18,US-2018-123519,OFF-AR-10003829,Newell 35,Consumer,21/12/18,Standard Class,Shipped Late,Ohio,Art,20.00%,$0,1,$3
Furniture,SS-20875,14/12/18,US-2018-123519,FUR-TA-10002645,Hon Rectangular Conference Tables,Consumer,21/12/18,Standard Class,Shipped Late,Ohio,Tables,40.00%,-$52,1,$137
Technology,SS-20875,14/12/18,US-2018-123519,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Consumer,21/12/18,Standard Class,Shipped Late,Ohio,Accessories,20.00%,$43,1,$264
Office Supplies,RP-19390,03/11/18,CA-2018-155593,OFF-SU-10002522,Acme Kleen Earth Office Shears,Consumer,08/11/18,Standard Class,Shipped Early,Connecticut,Supplies,0.00%,$3,3,$12
Office Supplies,SC-20440,22/09/21,CA-2021-136000,OFF-BI-10004828,GBC Poly Designer Binding Covers,Corporate,25/09/21,Second Class,Shipped On Time,New York,Binders,20.00%,$15,3,$40
Furniture,NW-18400,08/05/19,US-2019-160857,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Consumer,15/05/19,Standard Class,Shipped Late,New York,Furnishings,0.00%,$30,3,$79
Office Supplies,NW-18400,08/05/19,US-2019-160857,OFF-SU-10000157,Compact Automatic Electric Letter Opener,Consumer,15/05/19,Standard Class,Shipped Late,New York,Supplies,0.00%,$7,3,$358
Furniture,NW-18400,08/05/19,US-2019-160857,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Consumer,15/05/19,Standard Class,Shipped Late,New York,Chairs,10.00%,$21,2,$128
Technology,NW-18400,08/05/19,US-2019-160857,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Consumer,15/05/19,Standard Class,Shipped Late,New York,Copiers,20.00%,"$1,015",7,"$2,800"
Office Supplies,NW-18400,08/05/19,US-2019-160857,OFF-PA-10003363,Xerox 204,Consumer,15/05/19,Standard Class,Shipped Late,New York,Paper,0.00%,$9,3,$19
Technology,KW-16435,31/07/21,CA-2021-115805,TEC-PH-10003092,Motorola L804,Consumer,31/07/21,Same Day,Shipped On Time,Illinois,Phones,20.00%,$4,1,$37
Technology,HR-14770,01/03/18,US-2018-143707,TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Home Office,05/03/18,Standard Class,Shipped Early,New York,Phones,0.00%,$2,3,$6
Office Supplies,AG-10900,25/09/21,CA-2021-116939,OFF-ST-10001476,Steel Personal Filing/Posting Tote,Consumer,29/09/21,Standard Class,Shipped Early,Virginia,Storage,0.00%,$48,5,$178
Technology,BM-11650,09/10/19,CA-2019-124107,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Corporate,12/10/19,Second Class,Shipped On Time,Michigan,Accessories,0.00%,$112,5,$620
Technology,BM-11650,09/10/19,CA-2019-124107,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Corporate,12/10/19,Second Class,Shipped On Time,Michigan,Phones,0.00%,$8,3,$29
Office Supplies,BM-11650,09/10/19,CA-2019-124107,OFF-EN-10003286,Staple envelope,Corporate,12/10/19,Second Class,Shipped On Time,Michigan,Envelopes,0.00%,$27,7,$58
Office Supplies,BM-11650,09/10/19,CA-2019-124107,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Corporate,12/10/19,Second Class,Shipped On Time,Michigan,Appliances,10.00%,$5,3,$29
Office Supplies,RD-19720,29/03/21,CA-2021-126550,OFF-ST-10001031,Adjustable Personal File Tote,Consumer,02/04/21,Second Class,Shipped Late,Indiana,Storage,0.00%,$21,5,$81
Office Supplies,KB-16585,14/11/19,CA-2019-138674,OFF-FA-10000304,Advantus Push Pins,Corporate,17/11/19,First Class,Shipped Late,Oregon,Fasteners,20.00%,$2,5,$9
Technology,KB-16585,14/11/19,CA-2019-138674,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Corporate,17/11/19,First Class,Shipped Late,Oregon,Accessories,20.00%,$5,3,$91
Technology,KB-16585,14/11/19,CA-2019-138674,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Corporate,17/11/19,First Class,Shipped Late,Oregon,Accessories,20.00%,$30,4,$160
Office Supplies,DW-13585,26/09/20,CA-2020-165820,OFF-PA-10004735,Xerox 1905,Corporate,30/09/20,Standard Class,Shipped Early,California,Paper,0.00%,$6,2,$13
Office Supplies,VG-21805,22/09/18,CA-2018-103191,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Corporate,27/09/18,Standard Class,Shipped Early,Illinois,Storage,20.00%,-$83,3,$332
Technology,DR-12880,25/09/19,CA-2019-103933,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Corporate,27/09/19,First Class,Shipped Late,New York,Accessories,0.00%,$396,9,$900
Technology,AH-10690,04/05/19,CA-2019-110548,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Corporate,08/05/19,Standard Class,Shipped Early,Texas,Phones,20.00%,$118,7,$946
Technology,JP-15520,08/12/21,CA-2021-117324,TEC-AC-10003023,Logitech G105 Gaming Keyboard,Consumer,13/12/21,Standard Class,Shipped Early,Wisconsin,Accessories,0.00%,$32,3,$178
Office Supplies,JP-15520,08/12/21,CA-2021-117324,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Consumer,13/12/21,Standard Class,Shipped Early,Wisconsin,Appliances,0.00%,$305,3,"$1,090"
Office Supplies,JP-15520,08/12/21,CA-2021-117324,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Consumer,13/12/21,Standard Class,Shipped Early,Wisconsin,Labels,0.00%,$28,2,$61
Furniture,JP-15520,08/12/21,CA-2021-117324,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Consumer,13/12/21,Standard Class,Shipped Early,Wisconsin,Bookcases,0.00%,$41,4,$460
Office Supplies,JP-15520,08/12/21,CA-2021-117324,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Consumer,13/12/21,Standard Class,Shipped Early,Wisconsin,Paper,0.00%,$13,4,$28
Furniture,DR-12880,29/06/21,CA-2021-143574,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Corporate,02/07/21,First Class,Shipped Late,Connecticut,Bookcases,0.00%,$185,9,$639
Office Supplies,DR-12880,29/06/21,CA-2021-143574,OFF-SU-10002537,Acme Box Cutter Scissors,Corporate,02/07/21,First Class,Shipped Late,Connecticut,Supplies,0.00%,$8,3,$31
Furniture,DR-12880,29/06/21,CA-2021-143574,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Corporate,02/07/21,First Class,Shipped Late,Connecticut,Furnishings,0.00%,$9,2,$25
Office Supplies,JK-15625,29/06/18,CA-2018-111773,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Consumer,03/07/18,Standard Class,Shipped Early,New York,Binders,20.00%,$5,3,$14
Office Supplies,MV-17485,20/01/18,CA-2018-148614,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Consumer,25/01/18,Standard Class,Shipped Early,California,Paper,0.00%,$9,2,$19
Furniture,MV-17485,20/01/18,CA-2018-148614,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,25/01/18,Standard Class,Shipped Early,California,Furnishings,0.00%,$6,2,$19
Office Supplies,BP-11155,31/12/20,CA-2020-156139,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Consumer,06/01/21,Standard Class,Shipped On Time,California,Binders,20.00%,$13,3,$38
Office Supplies,DH-13075,28/03/21,US-2021-147886,OFF-PA-10000232,Xerox 1975,Corporate,31/03/21,First Class,Shipped Late,California,Paper,0.00%,$6,2,$13
Furniture,DH-13075,28/03/21,US-2021-147886,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Corporate,31/03/21,First Class,Shipped Late,California,Furnishings,0.00%,$10,1,$26
Technology,DH-13075,28/03/21,US-2021-147886,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Corporate,31/03/21,First Class,Shipped Late,California,Machines,20.00%,$53,2,$533
Office Supplies,DH-13075,28/03/21,US-2021-147886,OFF-PA-10003651,Xerox 1968,Corporate,31/03/21,First Class,Shipped Late,California,Paper,0.00%,$13,4,$27
Office Supplies,DH-13075,28/03/21,US-2021-147886,OFF-PA-10000743,Xerox 1977,Corporate,31/03/21,First Class,Shipped Late,California,Paper,0.00%,$10,3,$20
Office Supplies,DH-13075,28/03/21,US-2021-147886,OFF-ST-10002743,SAFCO Boltless Steel Shelving,Corporate,31/03/21,First Class,Shipped Late,California,Storage,0.00%,$8,7,$795
Furniture,DH-13075,28/03/21,US-2021-147886,FUR-FU-10003829,Stackable Trays,Corporate,31/03/21,First Class,Shipped Late,California,Furnishings,0.00%,$7,7,$22
Technology,LH-16900,08/12/20,CA-2020-113733,TEC-PH-10002496,Cisco SPA301,Consumer,12/12/20,Standard Class,Shipped Early,North Carolina,Phones,20.00%,$31,2,$250
Technology,LH-16900,08/12/20,CA-2020-113733,TEC-AC-10002473,Maxell 4.7GB DVD-R,Consumer,12/12/20,Standard Class,Shipped Early,North Carolina,Accessories,20.00%,$18,3,$68
Technology,LH-16900,08/12/20,CA-2020-113733,TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB,Consumer,12/12/20,Standard Class,Shipped Early,North Carolina,Accessories,20.00%,-$2,3,$17
Technology,DK-13090,18/11/21,CA-2021-104913,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Consumer,22/11/21,Standard Class,Shipped Early,New York,Phones,0.00%,$37,5,$75
Furniture,SS-20410,30/05/18,CA-2018-145800,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Consumer,05/06/18,Standard Class,Shipped On Time,Illinois,Tables,50.00%,-$185,3,$355
Office Supplies,FP-14320,22/01/20,CA-2020-125850,OFF-LA-10003498,Avery 475,Consumer,28/01/20,Standard Class,Shipped On Time,California,Labels,0.00%,$22,3,$44
Office Supplies,FP-14320,22/01/20,CA-2020-125850,OFF-LA-10004484,Avery 476,Consumer,28/01/20,Standard Class,Shipped On Time,California,Labels,0.00%,$9,5,$21
Furniture,LC-17050,03/02/20,CA-2020-118514,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Consumer,10/02/20,Standard Class,Shipped Late,Kentucky,Chairs,0.00%,$225,4,$866
Office Supplies,AS-10240,29/03/19,CA-2019-150749,OFF-AR-10003732,Newell 333,Consumer,03/04/19,Second Class,Shipped Late,Virginia,Art,0.00%,$1,2,$6
Office Supplies,HG-15025,14/10/18,CA-2018-163748,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Consumer,18/10/18,Standard Class,Shipped Early,Texas,Appliances,80.00%,-$9,4,$3
Technology,HG-15025,14/10/18,CA-2018-163748,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Consumer,18/10/18,Standard Class,Shipped Early,Texas,Copiers,20.00%,$625,5,"$2,000"
Furniture,BW-11065,11/08/19,CA-2019-119634,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Consumer,16/08/19,Standard Class,Shipped Early,North Carolina,Furnishings,20.00%,$12,3,$46
Technology,BH-11710,22/11/19,CA-2019-149300,TEC-MA-10000423,Texas Instruments TI-34 Scientific Calculator,Consumer,23/11/19,First Class,Shipped On Time,Florida,Machines,50.00%,-$2,3,$33
Office Supplies,JP-16135,30/12/20,US-2020-111528,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Home Office,30/12/20,Same Day,Shipped On Time,California,Storage,0.00%,$125,4,$481
Office Supplies,JP-16135,30/12/20,US-2020-111528,OFF-BI-10002194,Cardinal Hold-It CD Pocket,Home Office,30/12/20,Same Day,Shipped On Time,California,Binders,20.00%,$2,1,$6
Office Supplies,JM-16195,12/08/21,CA-2021-158169,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,Consumer,15/08/21,First Class,Shipped Late,California,Appliances,0.00%,$152,3,$543
Furniture,JM-16195,12/08/21,CA-2021-158169,FUR-FU-10001473,DAX Wood Document Frame,Consumer,15/08/21,First Class,Shipped Late,California,Furnishings,0.00%,$20,4,$55
Furniture,FH-14365,03/11/19,CA-2019-162047,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Corporate,05/11/19,First Class,Shipped Late,New York,Chairs,10.00%,$209,10,"$1,449"
Office Supplies,MC-17575,10/09/19,CA-2019-117772,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",Consumer,12/09/19,Second Class,Shipped Early,Washington,Storage,0.00%,$18,6,$354
Technology,EB-13870,08/11/18,US-2018-126340,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Consumer,14/11/18,Standard Class,Shipped On Time,California,Phones,20.00%,$25,3,$334
Office Supplies,PM-19135,08/10/20,CA-2020-149685,OFF-LA-10004545,Avery 50,Home Office,15/10/20,Standard Class,Shipped Late,Texas,Labels,20.00%,$20,6,$60
Technology,AR-10345,08/09/21,CA-2021-126396,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Corporate,12/09/21,Second Class,Shipped Late,Texas,Accessories,20.00%,$20,6,$85
Office Supplies,SS-20875,25/02/19,CA-2019-154900,OFF-LA-10001641,Avery 518,Consumer,01/03/19,Standard Class,Shipped Early,Massachusetts,Labels,0.00%,$2,1,$3
Office Supplies,SS-20875,25/02/19,CA-2019-154900,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Consumer,01/03/19,Standard Class,Shipped Early,Massachusetts,Paper,0.00%,$10,4,$23
Furniture,SC-20440,24/09/19,CA-2019-103835,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Corporate,28/09/19,Standard Class,Shipped Early,California,Furnishings,0.00%,$5,3,$15
Office Supplies,SC-20440,24/09/19,CA-2019-103835,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Corporate,28/09/19,Standard Class,Shipped Early,California,Appliances,0.00%,$336,4,"$1,158"
Technology,EA-14035,26/11/19,CA-2019-158939,TEC-CO-10002313,Canon PC1080F Personal Copier,Corporate,01/12/19,Standard Class,Shipped Early,Missouri,Copiers,0.00%,$234,1,$600
Office Supplies,TP-21130,31/08/20,CA-2020-117408,OFF-ST-10001580,Super Decoflex Portable Personal File,Consumer,06/09/20,Standard Class,Shipped On Time,Texas,Storage,20.00%,$2,2,$24
Furniture,BP-11290,12/04/20,CA-2020-142398,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Consumer,16/04/20,Standard Class,Shipped Early,California,Chairs,20.00%,-$32,7,$638
Office Supplies,BP-11290,12/04/20,CA-2020-142398,OFF-BI-10004826,JM Magazine Binder,Consumer,16/04/20,Standard Class,Shipped Early,California,Binders,20.00%,$5,1,$13
Office Supplies,LM-17065,04/12/20,CA-2020-105277,OFF-BI-10000301,GBC Instant Report Kit,Consumer,08/12/20,Standard Class,Shipped Early,New York,Binders,20.00%,$6,3,$16
Office Supplies,KT-16465,04/12/20,CA-2020-112060,OFF-PA-10000994,Xerox 1915,Consumer,09/12/20,Standard Class,Shipped Early,California,Paper,0.00%,$50,1,$105
Office Supplies,AP-10915,11/11/18,CA-2018-105270,OFF-AR-10003156,50 Colored Long Pencils,Consumer,18/11/18,Standard Class,Shipped Late,California,Art,0.00%,$8,3,$30
Furniture,AP-10915,11/11/18,CA-2018-105270,FUR-CH-10000988,Hon Olson Stacker Stools,Consumer,18/11/18,Standard Class,Shipped Late,California,Chairs,20.00%,$11,1,$113
Technology,JD-15790,02/04/19,US-2019-159513,TEC-MA-10003329,"Vtech AT&T CL2940 Corded Speakerphone, Black",Consumer,09/04/19,Standard Class,Shipped Late,California,Machines,20.00%,$24,3,$72
Office Supplies,XP-21865,12/12/19,CA-2019-155586,OFF-AR-10001547,Newell 311,Consumer,16/12/19,Second Class,Shipped Late,California,Art,0.00%,$1,1,$2
Office Supplies,XP-21865,12/12/19,CA-2019-155586,OFF-EN-10003072,Peel & Seel Envelopes,Consumer,16/12/19,Second Class,Shipped Late,California,Envelopes,0.00%,$7,4,$16
Office Supplies,XP-21865,12/12/19,CA-2019-155586,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Consumer,16/12/19,Second Class,Shipped Late,California,Paper,0.00%,$16,4,$36
Furniture,JK-16090,02/10/21,CA-2021-141117,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Consumer,08/10/21,Standard Class,Shipped On Time,Oregon,Bookcases,70.00%,-$385,6,$218
Office Supplies,JK-16090,02/10/21,CA-2021-141117,OFF-SU-10004664,Acme Softgrip Scissors,Consumer,08/10/21,Standard Class,Shipped On Time,Oregon,Supplies,20.00%,$4,6,$39
Office Supplies,JK-16090,02/10/21,CA-2021-141117,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,08/10/21,Standard Class,Shipped On Time,Oregon,Binders,70.00%,-$17,7,$23
Office Supplies,JK-16090,02/10/21,CA-2021-141117,OFF-AR-10003727,Berol Giant Pencil Sharpener,Consumer,08/10/21,Standard Class,Shipped On Time,Oregon,Art,20.00%,$11,7,$95
Furniture,MG-18205,10/04/21,CA-2021-115070,FUR-FU-10003829,Stackable Trays,Corporate,14/04/21,Second Class,Shipped Late,Florida,Furnishings,20.00%,$2,5,$12
Office Supplies,MG-18205,10/04/21,CA-2021-115070,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Corporate,14/04/21,Second Class,Shipped Late,Florida,Binders,70.00%,-$3,3,$4
Office Supplies,PG-18820,29/09/21,CA-2021-140186,OFF-FA-10002280,Advantus Plastic Paper Clips,Consumer,02/10/21,First Class,Shipped Late,California,Fasteners,0.00%,$17,7,$35
Furniture,PG-18820,29/09/21,CA-2021-140186,FUR-CH-10002961,"Leather Task Chair, Black",Consumer,02/10/21,First Class,Shipped Late,California,Chairs,20.00%,$0,1,$73
Office Supplies,PG-18820,29/09/21,CA-2021-140186,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Consumer,02/10/21,First Class,Shipped Late,California,Appliances,0.00%,$25,2,$98
Furniture,PG-18820,29/09/21,CA-2021-140186,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Consumer,02/10/21,First Class,Shipped Late,California,Furnishings,0.00%,$16,1,$52
Office Supplies,PG-18820,29/09/21,CA-2021-140186,OFF-BI-10003364,Binding Machine Supplies,Consumer,02/10/21,First Class,Shipped Late,California,Binders,20.00%,$16,2,$47
